dataset: Skin_NonSkin.csv
time_cons: 255.9802701473236 s
mem_cons: 93317.5673828125 KB
precision: {'1.0': 0.83359375, '2.0': 0.8121386072236655}
recall: {'1.0': 0.10633844927247359, '2.0': 0.9945353789317051}
f1: {'1.0': 0.1886158741382358, '2.0': 0.8941298581478492}
result: 
{'label': ['0.0', '3.0', '182.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['159.0', '160.0', '126.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['0.0', '255.0', '255.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['181.0', '178.0', '134.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['52.0', '56.0', '21.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['53.0', '54.0', '20.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['174.0', '174.0', '134.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['98.0', '142.0', '225.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['91.0', '69.0', '248.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['15.0', '14.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['125.0', '164.0', '216.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['194.0', '194.0', '158.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['5.0', '4.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['197.0', '195.0', '164.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['180.0', '177.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['1.0', '0.0', '4.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['172.0', '168.0', '120.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['187.0', '185.0', '145.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['121.0', '162.0', '225.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['0.0', '139.0', '106.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['170.0', '185.0', '234.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['115.0', '118.0', '69.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['135.0', '161.0', '227.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['189.0', '187.0', '146.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['176.0', '178.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['224.0', '107.0', '56.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['32.0', '33.0', '7.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['163.0', '163.0', '115.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['138.0', '138.0', '92.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['174.0', '173.0', '122.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['233.0', '103.0', '86.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['151.0', '152.0', '102.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['132.0', '100.0', '81.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['171.0', '170.0', '120.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['39.0', '39.0', '9.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['134.0', '137.0', '92.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['176.0', '174.0', '126.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['143.0', '144.0', '94.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['36.0', '33.0', '18.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['0.0', '128.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['188.0', '189.0', '147.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['132.0', '132.0', '96.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['102.0', '151.0', '221.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['155.0', '154.0', '98.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['170.0', '169.0', '118.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['188.0', '188.0', '148.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['176.0', '177.0', '135.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['217.0', '179.0', '71.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['180.0', '177.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['173.0', '172.0', '122.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['187.0', '185.0', '137.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['167.0', '179.0', '227.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['74.0', '84.0', '124.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['177.0', '177.0', '129.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['165.0', '164.0', '113.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['167.0', '181.0', '230.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['69.0', '80.0', '118.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['178.0', '175.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['60.0', '108.0', '172.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['128.0', '133.0', '88.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['183.0', '181.0', '133.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['143.0', '137.0', '96.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['182.0', '179.0', '135.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['114.0', '147.0', '216.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['110.0', '108.0', '74.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['48.0', '92.0', '139.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['55.0', '42.0', '188.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['149.0', '185.0', '231.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['169.0', '169.0', '129.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['133.0', '143.0', '153.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['173.0', '171.0', '123.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['6.0', '5.0', '1.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['156.0', '154.0', '100.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['53.0', '55.0', '19.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['165.0', '164.0', '113.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['151.0', '189.0', '253.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['172.0', '170.0', '122.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['79.0', '82.0', '32.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['199.0', '197.0', '162.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['178.0', '178.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['201.0', '200.0', '162.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['9.0', '8.0', '4.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['178.0', '177.0', '127.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['214.0', '109.0', '128.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['13.0', '11.0', '3.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['75.0', '140.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['223.0', '122.0', '147.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['158.0', '162.0', '127.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['52.0', '54.0', '18.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['134.0', '134.0', '134.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['78.0', '46.0', '254.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['217.0', '229.0', '235.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['3.0', '1.0', '7.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['195.0', '193.0', '152.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['193.0', '192.0', '154.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['179.0', '179.0', '133.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['63.0', '68.0', '23.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['51.0', '51.0', '15.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['96.0', '94.0', '63.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['199.0', '197.0', '162.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['222.0', '222.0', '216.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['175.0', '175.0', '129.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['35.0', '34.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['77.0', '73.0', '24.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['161.0', '158.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['199.0', '197.0', '162.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['42.0', '42.0', '6.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['199.0', '197.0', '163.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['24.0', '26.0', '14.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['15.0', '14.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['197.0', '208.0', '252.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['152.0', '163.0', '231.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['9.0', '188.0', '255.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['111.0', '112.0', '48.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['162.0', '165.0', '126.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['51.0', '44.0', '235.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['182.0', '175.0', '126.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['182.0', '180.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['177.0', '176.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['131.0', '169.0', '223.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['56.0', '57.0', '23.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['53.0', '57.0', '22.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['123.0', '156.0', '225.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['36.0', '36.0', '24.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['169.0', '180.0', '224.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['180.0', '177.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['140.0', '139.0', '88.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['181.0', '181.0', '135.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['204.0', '202.0', '162.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['0.0', '188.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['202.0', '201.0', '163.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['178.0', '175.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['74.0', '77.0', '28.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['122.0', '124.0', '78.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['255.0', '243.0', '200.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['119.0', '158.0', '210.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['124.0', '124.0', '76.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['117.0', '116.0', '58.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['73.0', '76.0', '30.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['132.0', '133.0', '91.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['172.0', '171.0', '121.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['79.0', '118.0', '196.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['67.0', '67.0', '21.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['45.0', '99.0', '154.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['107.0', '110.0', '61.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['141.0', '140.0', '82.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['162.0', '165.0', '126.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['67.0', '68.0', '24.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['55.0', '58.0', '19.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['43.0', '255.0', '248.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['186.0', '186.0', '146.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['136.0', '139.0', '90.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['150.0', '152.0', '100.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['158.0', '162.0', '121.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['3.0', '1.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['157.0', '160.0', '115.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['59.0', '125.0', '255.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['158.0', '160.0', '118.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['147.0', '161.0', '219.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['198.0', '196.0', '162.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['18.0', '17.0', '3.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['118.0', '157.0', '212.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['248.0', '250.0', '250.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['255.0', '128.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['138.0', '138.0', '92.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['143.0', '183.0', '231.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['129.0', '131.0', '85.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['181.0', '179.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['180.0', '177.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['202.0', '213.0', '255.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['61.0', '62.0', '20.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['184.0', '171.0', '125.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['156.0', '159.0', '120.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['110.0', '116.0', '169.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['172.0', '168.0', '119.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['88.0', '90.0', '38.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['115.0', '145.0', '216.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['169.0', '171.0', '119.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['4.0', '0.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['9.0', '130.0', '2.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['164.0', '162.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['27.0', '26.0', '5.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['121.0', '120.0', '62.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['9.0', '9.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['91.0', '147.0', '226.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['96.0', '145.0', '221.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['165.0', '164.0', '113.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['222.0', '213.0', '200.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['199.0', '197.0', '162.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['62.0', '79.0', '142.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['135.0', '169.0', '223.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['181.0', '179.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['0.0', '190.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['61.0', '61.0', '21.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['164.0', '163.0', '112.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['16.0', '161.0', '52.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['140.0', '180.0', '245.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['130.0', '163.0', '219.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['157.0', '162.0', '123.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['168.0', '169.0', '125.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['180.0', '184.0', '172.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['122.0', '125.0', '70.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['69.0', '70.0', '28.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['87.0', '129.0', '196.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['74.0', '75.0', '35.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['16.0', '10.0', '3.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['175.0', '172.0', '127.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['148.0', '150.0', '98.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['56.0', '61.0', '22.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['54.0', '69.0', '125.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['62.0', '62.0', '62.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['32.0', '33.0', '7.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['96.0', '144.0', '222.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['89.0', '91.0', '39.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['179.0', '178.0', '134.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['74.0', '45.0', '202.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['162.0', '161.0', '111.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['191.0', '191.0', '155.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['91.0', '46.0', '62.0'], 'gt': '2.0', 'pred': '1.0'}
{'label': ['198.0', '198.0', '158.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['165.0', '164.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['178.0', '179.0', '137.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['149.0', '151.0', '105.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['180.0', '175.0', '136.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['117.0', '116.0', '58.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['137.0', '136.0', '92.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['158.0', '160.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['1.0', '2.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['45.0', '18.0', '235.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['49.0', '20.0', '229.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['0.0', '139.0', '106.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['23.0', '26.0', '11.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['179.0', '179.0', '139.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['3.0', '19.0', '155.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['118.0', '117.0', '59.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['44.0', '42.0', '42.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['197.0', '196.0', '158.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['48.0', '101.0', '158.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['116.0', '151.0', '215.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['60.0', '63.0', '24.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['133.0', '144.0', '201.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['179.0', '177.0', '129.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['77.0', '80.0', '31.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['118.0', '121.0', '176.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['214.0', '197.0', '188.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['132.0', '132.0', '248.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['167.0', '164.0', '113.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['16.0', '15.0', '1.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['101.0', '101.0', '107.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['148.0', '181.0', '230.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['165.0', '163.0', '109.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['41.0', '43.0', '7.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['7.0', '9.0', '9.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['65.0', '125.0', '185.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['201.0', '199.0', '164.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['20.0', '17.0', '2.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['113.0', '122.0', '225.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['57.0', '58.0', '26.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['200.0', '199.0', '161.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['8.0', '8.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['72.0', '160.0', '70.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['143.0', '145.0', '93.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['154.0', '159.0', '120.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['104.0', '137.0', '200.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['202.0', '201.0', '163.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['63.0', '68.0', '23.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['69.0', '78.0', '121.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['167.0', '177.0', '124.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['150.0', '95.0', '218.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['182.0', '179.0', '135.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['192.0', '191.0', '153.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['117.0', '120.0', '175.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['170.0', '169.0', '118.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['96.0', '133.0', '189.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['149.0', '186.0', '254.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['162.0', '162.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['125.0', '157.0', '222.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['93.0', '142.0', '222.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['69.0', '123.0', '188.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['163.0', '158.0', '109.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['205.0', '204.0', '170.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['200.0', '198.0', '164.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['151.0', '148.0', '97.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['153.0', '152.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['56.0', '76.0', '63.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['84.0', '87.0', '38.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['162.0', '166.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['226.0', '153.0', '85.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['199.0', '197.0', '163.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['125.0', '129.0', '87.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['92.0', '90.0', '36.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['7.0', '8.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['56.0', '27.0', '236.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['182.0', '180.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['13.0', '7.0', '186.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['149.0', '112.0', '30.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['100.0', '151.0', '224.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['180.0', '179.0', '135.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['199.0', '198.0', '160.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['72.0', '46.0', '206.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['19.0', '16.0', '2.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['63.0', '55.0', '18.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['52.0', '93.0', '142.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['94.0', '140.0', '218.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['150.0', '183.0', '239.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['16.0', '7.0', '188.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['80.0', '52.0', '212.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['181.0', '175.0', '134.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['138.0', '179.0', '228.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['187.0', '188.0', '144.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['146.0', '183.0', '227.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['245.0', '194.0', '184.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['169.0', '168.0', '118.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['31.0', '11.0', '170.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['8.0', '128.0', '3.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['181.0', '180.0', '136.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['78.0', '81.0', '32.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['201.0', '214.0', '222.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['239.0', '230.0', '227.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['127.0', '124.0', '73.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['173.0', '172.0', '122.0'], 'gt': '2.0', 'pred': '2.0'}
